marital_status,living_area_sqm,children_count,monthly_income,income_source,total_expenses,dti_ratio,avg_monthly_turnover,has_credit_card,num_credit_contracts,num_closed_loans,total_overdue_days,max_overdue_days,num_past_delinquencies,has_bankruptcy,avg_transaction_amount,num_transactions_monthly,premium_category,uses_mobile_banking,uses_investment_products,has_autopayment,employment_type,employer_industry,position_level,work_experience_total_years,has_business,business_profit,owns_car,car_value,owns_real_estate,real_estate_count,owns_land,loan_purpose,requested_amount,approved_amount,loan_rate,monthly_payment,payment_to_income_ratio,collateral_type,has_guarantor,has_higher_education,is_salary_client,is_premium_client,client_segment,tenure_months,Risk_Cluster
married,48,1,39343,salary,30634,0.54,56152,1,1,0,0,2,1,0,3637,8,restaurants,1,0,1,private,retail,specialist,11,0,0,1,656728,1,0,0,refinancing,147150,126391,28.2,17141,0.436,guarantor,0,1,0,0,mass,182,0.0
married,122,1,90728,salary,57958,0.62,184040,1,1,1,8,12,2,0,7332,10,utilities,1,0,1,private,construction,specialist,8,0,0,1,1304513,1,3,0,car,223795,184409,22.9,16330,0.18,real_estate,1,0,0,1,mass,132,0.0
divorced,79,2,84812,business,36450,0.49,140809,1,2,0,1,5,0,0,6788,9,travel,1,0,0,private,manufacturing,manager,0,0,0,1,200000,0,4,0,car,268382,219374,29.2,19877,0.234,none,0,0,0,0,mass_premium,81,0.0
single,81,0,102423,salary,65646,0.21,153056,0,0,0,3,4,0,0,3011,0,goods,1,0,0,private,IT,manager,4,1,407651,0,0,0,1,1,repair,462115,279620,14.0,34260,0.334,none,0,1,0,0,mass,11,1.0
married,94,1,113526,pension,48972,0.15,272876,1,1,1,28,11,0,0,2640,3,utilities,1,0,1,private,finance,manager,4,0,0,0,0,1,2,0,car,235678,214123,26.2,8569,0.075,guarantor,1,1,0,0,premium,118,0.0
single,65,2,33565,salary,19233,0.29,42617,1,0,0,4,11,1,0,787,15,utilities,1,0,0,private,construction,specialist,7,0,0,0,0,0,1,0,car,224961,140807,15.3,12223,0.364,none,1,1,0,0,mass,37,0.0
married,84,1,45826,salary,21936,0.59,101543,1,1,1,38,1,1,1,2515,5,goods,1,0,0,government,manufacturing,specialist,13,0,0,0,0,1,2,0,education,114524,102230,28.2,20280,0.443,none,1,0,1,0,mass,136,2.0
single,82,1,101766,salary,51868,0.11,170509,1,1,0,8,21,0,0,2559,8,travel,0,0,0,self_employed,finance,specialist,18,0,0,0,0,1,0,0,repair,238076,184758,31.6,14710,0.145,guarantor,0,0,1,0,mass,171,0.0
married,78,1,75181,business,37425,0.19,116596,0,1,1,13,11,0,0,8958,5,travel,1,0,1,private,finance,specialist,1,0,0,0,0,1,1,1,refinancing,293475,210231,25.5,23708,0.315,car,0,1,1,0,mass_premium,153,0.0
married,56,0,20000,salary,11717,0.16,18140,0,0,1,3,4,0,0,10168,13,utilities,1,0,0,private,finance,manager,7,0,0,0,0,1,0,0,refinancing,520222,432386,12.2,8875,0.444,real_estate,1,1,1,0,mass_premium,3,1.0
married,69,2,20000,salary,9079,0.12,45188,1,1,1,0,6,0,0,2304,10,utilities,1,1,1,private,finance,top_manager,7,1,191873,1,855862,0,0,1,repair,209671,177785,20.9,3000,0.15,none,0,0,1,0,private,204,0.0
married,50,1,93190,business,61865,0.59,117431,1,0,1,8,2,1,0,4063,3,travel,1,0,0,private,construction,specialist,8,0,0,0,0,1,0,0,refinancing,436224,282270,26.3,3000,0.032,none,1,1,1,0,mass_premium,196,1.0
divorced,65,1,99368,salary,59973,0.27,194255,1,2,3,15,1,0,0,8417,10,utilities,1,0,1,private,construction,specialist,16,1,377618,1,2224283,1,0,0,car,462873,371775,30.7,9988,0.101,none,0,0,1,0,mass,22,1.0
married,35,1,22767,salary,18667,0.54,52059,0,2,1,3,22,0,0,5015,8,goods,1,0,1,private,IT,specialist,19,0,0,1,1631569,1,0,0,emergency,793715,760386,13.7,4908,0.216,none,0,1,0,0,mass,159,1.0
divorced,45,0,108470,salary,88182,0.19,185639,1,0,1,37,8,0,1,7604,4,restaurants,1,0,0,private,education,specialist,5,0,0,1,965536,0,1,0,refinancing,138739,105786,26.5,6970,0.064,none,1,0,1,0,mass_premium,10,2.0
single,57,0,63099,self_employed,51245,0.35,119202,1,2,1,3,10,0,0,1146,12,restaurants,1,0,0,private,IT,specialist,14,0,0,0,0,0,0,0,car,359286,253493,14.0,11505,0.182,none,1,1,1,0,premium,143,0.0
married,41,0,34213,self_employed,21719,0.17,47156,1,1,3,20,17,0,0,4076,13,restaurants,1,0,0,private,retail,specialist,29,0,0,1,1421240,1,1,0,education,409140,298239,14.5,18095,0.529,none,0,1,0,1,mass,4,1.0
married,52,1,50389,self_employed,27481,0.1,102547,1,0,0,13,16,1,0,3049,7,utilities,1,1,0,private,medicine,specialist,0,0,0,0,0,1,1,0,education,214415,176465,28.1,3457,0.069,none,0,1,1,0,mass,129,0.0
married,60,1,27203,business,16531,0.47,52127,1,1,3,0,1,0,1,2309,11,goods,0,0,1,private,construction,manager,21,0,0,1,1210383,0,0,0,repair,720036,714442,28.4,14763,0.543,none,0,1,1,0,mass_premium,69,2.0
single,75,1,48443,business,36026,0.39,75383,1,0,0,9,14,1,0,3049,14,restaurants,1,0,0,individual_entrepreneur,IT,manager,8,0,0,1,1345529,0,1,0,emergency,93460,85384,22.2,19652,0.406,car,0,1,0,0,mass,70,0.0
married,88,0,20000,salary,13297,0.35,37576,1,0,1,2,4,0,0,7093,4,restaurants,0,0,1,government,manufacturing,manager,29,0,0,1,1997163,1,1,0,refinancing,132974,124293,13.7,15232,0.762,real_estate,0,0,0,0,mass,85,0.0
married,53,0,67415,salary,48009,0.15,84034,1,2,1,6,6,0,1,3584,4,goods,0,0,0,individual_entrepreneur,manufacturing,specialist,3,1,432191,0,0,1,0,0,emergency,177134,117104,26.5,15430,0.229,none,1,1,0,0,mass_premium,16,2.0
married,98,0,90549,self_employed,67627,0.45,173699,0,0,0,10,0,1,0,2374,5,goods,1,1,0,private,IT,specialist,11,0,0,1,2243785,1,0,0,repair,221280,166922,23.2,14151,0.156,none,1,0,0,0,mass_premium,182,0.0
single,88,0,22840,pension,19623,0.57,44393,1,1,1,6,6,0,0,5737,9,travel,1,0,0,private,medicine,specialist,0,0,0,1,2249043,1,0,0,repair,215185,173060,15.2,33218,1.454,none,0,0,1,0,mass,18,0.0
married,77,0,70595,salary,61557,0.14,109867,0,2,1,4,3,0,0,607,6,utilities,1,0,1,private,medicine,specialist,10,0,0,1,1194771,1,0,0,refinancing,258741,192122,30.0,9407,0.133,guarantor,0,0,1,0,private,104,0.0
married,68,0,41837,salary,34316,0.35,51205,1,0,1,9,6,0,0,2639,13,goods,1,0,1,self_employed,manufacturing,specialist,11,0,0,1,1221174,1,2,1,repair,107374,77659,29.6,12628,0.302,none,0,1,0,0,mass,6,0.0
married,72,0,93408,self_employed,40401,0.29,202248,0,1,2,14,20,1,0,4063,0,travel,1,1,1,private,manufacturing,manager,10,1,287325,1,1037441,1,0,0,repair,30000,21966,28.2,15353,0.164,none,0,1,1,0,mass_premium,194,0.0
married,94,1,20000,salary,17793,0.64,41640,1,1,1,30,13,0,0,2849,8,goods,1,0,1,government,construction,specialist,0,1,249362,1,736243,1,3,0,refinancing,102494,83790,12.5,6088,0.304,none,1,1,0,0,mass,147,0.0
single,95,2,94916,pension,71359,0.26,85144,0,3,2,12,5,0,1,2396,5,goods,1,1,0,private,education,specialist,22,0,0,0,0,0,2,1,emergency,267933,205227,14.1,8968,0.094,none,0,0,1,0,private,32,2.0
married,98,0,20000,salary,14933,0.67,32805,1,3,1,4,3,0,0,9969,10,restaurants,1,0,0,government,finance,manager,15,0,0,1,743369,1,0,1,emergency,737123,510816,26.3,17165,0.858,guarantor,0,0,1,0,mass_premium,133,1.0
single,66,0,62652,salary,25784,0.6,59932,1,1,1,40,3,2,0,4150,11,goods,1,0,1,government,medicine,specialist,0,0,0,1,1320967,1,2,0,car,209655,160381,14.8,17297,0.276,real_estate,0,0,1,0,mass_premium,143,0.0
single,78,0,45187,salary,28906,0.16,60697,0,0,4,2,9,0,0,4023,5,goods,1,0,0,private,IT,specialist,16,0,0,1,1355519,1,1,1,repair,256471,218664,25.1,12795,0.283,guarantor,1,0,0,0,mass_premium,81,0.0
single,98,1,57375,pension,40922,0.39,87084,0,1,0,4,4,2,0,7869,11,utilities,1,0,1,government,medicine,specialist,0,0,0,0,0,1,2,0,repair,135330,113319,14.7,22552,0.393,none,0,0,0,0,mass,83,0.0
single,49,0,20000,salary,10785,0.49,22014,0,0,2,1,6,0,0,637,6,travel,1,0,1,private,education,top_manager,11,0,0,1,331959,1,1,1,emergency,177962,167443,15.9,6654,0.333,none,1,1,0,1,mass,21,0.0
married,57,0,128104,pension,56573,0.46,204599,1,1,2,14,3,0,0,5126,2,travel,1,0,0,private,retail,manager,18,0,0,1,1617115,1,1,0,education,280264,222288,17.6,19902,0.155,none,0,1,0,0,mass_premium,92,0.0
married,65,2,24970,salary,16635,0.51,49954,0,0,1,2,7,1,0,3809,15,restaurants,1,0,1,private,medicine,specialist,19,0,0,1,200000,1,0,0,repair,203871,154589,24.9,12910,0.517,car,0,1,0,0,mass_premium,235,0.0
single,87,1,27732,salary,17281,0.36,42786,0,1,0,1,0,2,0,3315,11,utilities,1,0,0,private,construction,manager,20,0,0,1,240115,0,1,0,refinancing,347430,283953,31.9,13936,0.503,none,1,0,0,0,mass,53,0.0
married,87,0,132818,salary,56054,0.64,159120,1,1,4,23,5,0,0,1854,12,restaurants,1,0,1,private,medicine,specialist,9,0,0,1,2804170,1,1,1,repair,241259,217381,31.4,8801,0.066,car,0,0,0,0,mass,98,0.0
single,59,0,81294,self_employed,53630,0.26,122363,1,0,0,18,17,0,0,2012,7,goods,1,0,1,government,manufacturing,manager,0,0,0,1,306461,1,1,0,emergency,281323,267330,30.9,3644,0.045,guarantor,0,1,0,0,private,15,0.0
married,27,1,26101,salary,11846,0.16,47166,0,0,1,30,2,1,0,2676,11,travel,1,0,1,private,education,specialist,8,0,0,0,0,0,0,0,education,278991,210414,25.9,29566,1.133,real_estate,0,1,1,0,mass,80,0.0
divorced,71,0,65492,salary,40099,0.69,156648,0,0,1,12,5,0,0,2729,1,travel,1,0,1,private,construction,specialist,8,0,0,1,2004628,0,2,0,car,955091,791893,14.1,7079,0.108,real_estate,0,1,0,0,mass,64,1.0
single,42,0,61749,salary,33048,0.49,101827,1,1,3,4,6,1,0,4075,9,goods,1,0,1,private,finance,top_manager,0,0,0,1,1443875,0,0,0,repair,213727,171017,22.9,12907,0.209,none,1,1,0,0,mass,155,0.0
married,27,0,20000,pension,17704,0.5,46187,0,1,0,20,35,1,1,4897,9,goods,0,0,0,private,IT,specialist,11,0,0,0,0,1,0,0,car,356455,245869,23.4,21291,1.065,car,0,1,0,0,mass,113,2.0
married,33,2,43460,pension,18138,0.59,107508,0,1,1,9,17,0,0,6647,1,goods,0,0,1,self_employed,manufacturing,specialist,10,0,0,0,0,1,1,1,car,253104,164162,23.8,3837,0.088,car,0,1,0,1,private,34,0.0
single,73,0,69076,salary,46972,0.35,120905,1,1,1,9,7,2,0,2951,0,utilities,1,0,0,private,retail,specialist,5,0,0,0,0,1,0,0,car,186111,155022,21.3,18768,0.272,guarantor,0,0,0,1,mass,173,0.0
single,99,0,114324,self_employed,54413,0.33,120042,0,0,2,3,2,0,0,2213,2,goods,1,0,1,self_employed,education,specialist,6,0,0,0,0,0,0,1,car,175924,128051,22.9,9640,0.084,car,1,0,1,0,private,171,0.0
married,65,2,63390,self_employed,35476,0.67,145038,1,1,0,20,8,0,0,5157,7,travel,1,1,1,self_employed,construction,specialist,8,0,0,0,0,0,2,1,repair,524185,340652,13.3,16383,0.258,none,1,1,1,0,mass,146,1.0
divorced,70,0,66022,self_employed,32479,0.33,149606,0,1,1,30,9,0,1,1969,10,travel,1,0,0,private,retail,specialist,0,0,0,0,0,0,0,0,repair,259023,184103,31.4,18509,0.28,guarantor,0,1,0,1,premium,201,2.0
married,94,0,41469,salary,37221,0.15,94406,0,2,3,8,6,3,0,5191,2,restaurants,1,0,1,private,construction,specialist,14,0,0,1,2728092,1,1,0,repair,118902,76494,16.5,27381,0.66,none,0,1,1,0,mass,81,0.0
married,26,1,108356,salary,45095,0.28,261780,0,1,1,3,3,0,0,1329,4,restaurants,1,0,0,private,medicine,specialist,0,1,534845,0,0,1,0,1,repair,197693,175644,23.6,17904,0.165,real_estate,0,1,0,0,mass_premium,95,0.0
divorced,78,1,101581,self_employed,68128,0.62,129001,0,2,3,2,16,0,0,2545,17,goods,1,1,1,individual_entrepreneur,IT,manager,14,0,0,1,200000,1,0,0,repair,500467,406052,16.5,7061,0.07,none,1,0,0,0,mass,155,1.0
divorced,64,0,97626,salary,68730,0.16,133438,1,2,0,1,4,0,0,2649,3,goods,0,0,0,individual_entrepreneur,manufacturing,specialist,8,0,0,0,0,1,1,0,repair,30000,23782,18.6,10602,0.109,car,1,0,0,0,mass,7,0.0
single,79,1,73914,salary,58102,0.53,145467,1,1,0,5,5,0,0,1142,1,goods,0,1,1,self_employed,education,specialist,10,0,0,1,1186960,0,1,0,repair,458624,440144,28.3,3276,0.044,none,0,1,0,0,mass,196,1.0
divorced,52,0,20000,salary,14259,0.26,35172,0,3,0,23,4,0,0,1511,5,utilities,1,1,0,private,finance,specialist,11,0,0,0,0,1,2,0,refinancing,112972,90971,29.0,12195,0.61,real_estate,0,1,1,0,mass,216,0.0
married,44,2,108033,business,55709,0.55,245907,1,1,2,37,23,0,0,1979,22,utilities,1,0,1,government,education,specialist,5,0,0,1,1011430,1,0,0,emergency,130186,79899,22.4,13033,0.121,car,0,1,0,0,mass,166,0.0
divorced,68,2,72006,business,50333,0.41,88758,0,2,1,24,9,0,0,4657,14,travel,1,1,0,self_employed,education,specialist,27,0,0,0,0,0,0,1,refinancing,267534,255428,21.1,27263,0.379,guarantor,1,0,1,0,mass,68,0.0
married,106,2,59199,salary,52538,0.48,113620,0,0,1,7,0,2,0,3356,5,utilities,1,0,1,self_employed,finance,manager,20,0,0,0,0,0,1,0,repair,133045,129943,31.2,21554,0.364,none,0,0,0,0,premium,24,0.0
married,86,1,85696,self_employed,70632,0.25,205558,1,3,0,15,2,2,0,6469,0,utilities,1,0,0,private,IT,specialist,11,0,0,1,1274397,1,3,0,repair,54058,52185,26.0,15016,0.175,none,0,0,0,0,mass_premium,103,0.0
married,52,1,77846,salary,48789,0.2,90844,1,2,2,2,12,1,0,5104,3,travel,1,0,1,self_employed,manufacturing,manager,9,0,0,1,835430,1,1,0,car,357795,350661,29.2,41523,0.533,guarantor,0,1,1,0,mass,143,1.0
married,31,2,32578,self_employed,20807,0.14,43058,1,2,3,21,6,1,0,1255,4,goods,1,1,1,self_employed,education,specialist,18,0,0,1,1120030,1,0,0,education,42175,29874,25.3,19914,0.611,none,0,0,1,0,mass,19,0.0
married,22,1,58772,salary,27414,0.6,87723,1,0,0,16,7,0,0,4749,9,goods,1,0,1,individual_entrepreneur,IT,specialist,18,0,0,0,0,1,1,1,repair,400564,386406,17.2,7492,0.127,none,0,0,1,0,mass,115,1.0
married,97,0,20000,salary,13699,0.53,18961,1,2,2,9,2,0,0,9140,3,goods,1,1,1,self_employed,IT,specialist,0,1,89892,1,201485,1,1,0,refinancing,61200,41215,30.4,8383,0.419,none,0,0,0,0,mass,180,0.0
married,41,2,73010,business,39434,0.28,80360,1,4,3,21,18,0,0,5490,7,goods,1,0,1,private,manufacturing,manager,6,0,0,1,1866826,0,0,0,repair,218470,150371,28.3,3529,0.048,guarantor,1,0,1,0,mass,81,0.0
married,56,1,116554,salary,52922,0.6,168951,1,1,2,18,13,1,0,484,5,travel,1,0,0,private,medicine,specialist,13,0,0,1,1085286,0,0,0,emergency,200107,192741,28.7,4858,0.042,none,0,1,0,0,mass_premium,81,0.0
single,98,3,20000,salary,12742,0.6,18529,1,2,3,34,7,1,0,4472,9,utilities,0,0,1,self_employed,medicine,specialist,13,0,0,0,0,1,0,1,repair,72832,49907,28.1,3813,0.191,none,1,1,1,0,mass,196,0.0
married,24,1,74501,salary,31479,0.18,105530,1,0,1,10,4,0,0,7238,6,travel,1,0,0,government,finance,manager,30,0,0,1,1681796,1,1,1,car,624863,497044,13.6,16022,0.215,car,1,0,1,0,private,222,1.0
married,102,0,93396,pension,42968,0.53,113479,1,1,1,25,8,1,0,10738,6,utilities,1,0,1,government,medicine,specialist,8,0,0,1,1500506,0,0,0,education,193360,121027,21.6,30333,0.325,none,0,0,0,0,mass_premium,175,0.0
single,58,0,98572,salary,50224,0.28,223725,1,1,2,14,1,0,0,2051,8,restaurants,1,0,1,private,IT,manager,9,0,0,1,1900991,0,0,0,repair,518916,359034,31.3,26377,0.268,real_estate,0,1,0,0,mass,2,1.0
divorced,36,1,43883,self_employed,39289,0.38,80500,1,2,2,18,6,2,0,1357,14,goods,1,1,0,private,construction,specialist,17,0,0,0,0,0,0,0,refinancing,163115,160001,30.3,8849,0.202,none,0,1,1,0,mass,65,0.0
single,58,0,31421,salary,25270,0.36,73130,1,2,2,2,0,1,0,5620,5,goods,1,1,1,government,education,manager,14,0,0,1,1495805,1,0,0,refinancing,387130,358680,29.2,7855,0.25,guarantor,0,1,0,0,mass,24,1.0
married,46,3,49453,salary,33176,0.46,56619,1,2,2,6,25,0,0,7193,9,travel,1,0,0,private,medicine,specialist,0,1,428059,1,305429,1,0,0,repair,398464,242072,14.9,11596,0.234,none,0,0,0,0,mass,235,0.0
single,76,0,111680,self_employed,57658,0.31,104847,1,3,5,3,3,0,0,3833,15,travel,1,1,1,government,education,manager,8,0,0,0,0,1,1,0,education,88461,84291,31.6,36639,0.328,none,0,0,1,0,mass_premium,48,0.0
married,48,0,20000,pension,13189,0.14,28037,1,3,3,1,4,1,0,1788,7,utilities,1,1,0,private,education,specialist,15,0,0,0,0,0,1,0,repair,233625,207163,25.4,22238,1.112,none,1,0,1,1,mass_premium,104,0.0
married,20,0,27441,salary,19880,0.5,24585,1,2,1,10,8,1,0,3307,13,travel,1,0,0,self_employed,construction,manager,21,0,0,1,2783577,1,1,0,refinancing,169913,114595,13.8,39928,1.455,car,0,1,0,0,mass,8,0.0
married,59,0,53943,salary,21700,0.68,124175,1,1,2,2,2,0,0,5044,17,utilities,1,1,1,private,construction,manager,13,0,0,0,0,1,2,0,education,419513,261322,19.0,7370,0.137,none,0,1,0,1,mass_premium,60,0.0
single,31,0,35851,business,32048,0.5,40148,0,1,1,3,3,0,1,2847,13,goods,1,0,1,private,manufacturing,specialist,16,0,0,1,2409021,1,2,0,emergency,233226,211514,25.3,28671,0.8,none,1,1,0,0,mass,7,2.0
married,70,0,68541,salary,48896,0.42,71270,1,1,1,9,23,3,0,1458,6,travel,1,1,1,government,manufacturing,top_manager,27,0,0,0,0,1,1,0,refinancing,158997,112583,17.1,12753,0.186,none,1,1,0,0,mass_premium,9,0.0
married,35,1,119508,self_employed,106854,0.2,255655,1,0,4,12,17,0,0,2172,4,restaurants,1,1,1,private,medicine,specialist,17,1,115490,0,0,1,0,0,refinancing,375906,249824,29.8,14495,0.121,car,0,0,1,0,mass,161,0.0
married,52,0,27866,salary,17681,0.48,56041,0,0,0,4,2,0,0,553,13,restaurants,1,1,0,individual_entrepreneur,manufacturing,specialist,23,0,0,0,0,1,1,0,education,189308,160167,26.1,17999,0.646,none,0,1,1,0,mass,58,0.0
divorced,69,2,64877,salary,46176,0.47,58183,1,0,0,2,5,0,0,1041,6,utilities,1,0,0,private,IT,specialist,17,0,0,0,0,1,4,0,car,142971,136212,12.1,11240,0.173,none,1,0,0,0,mass_premium,211,0.0
single,59,0,69711,salary,43968,0.47,116156,1,1,5,21,6,2,0,1585,3,utilities,0,0,0,government,construction,specialist,10,0,0,1,2329022,1,2,0,repair,495774,450738,14.6,17502,0.251,guarantor,0,1,0,0,private,132,1.0
married,71,2,58289,salary,23591,0.64,91108,1,0,2,19,11,0,0,6661,10,goods,0,0,1,self_employed,IT,specialist,14,0,0,0,0,0,0,0,refinancing,71191,47414,16.7,6111,0.105,none,1,0,1,0,mass_premium,25,0.0
single,82,0,20000,salary,16498,0.53,29153,1,5,1,4,13,0,0,5056,1,utilities,0,0,1,self_employed,construction,specialist,24,0,0,1,932548,1,0,0,emergency,313312,217457,22.8,12608,0.63,none,0,1,0,1,mass,123,0.0
married,36,0,47676,self_employed,29773,0.57,48409,1,2,1,19,26,1,0,4363,14,utilities,1,0,1,self_employed,IT,manager,21,0,0,1,1999670,1,1,0,car,59461,46212,31.3,16204,0.34,none,0,0,1,0,private,74,0.0
single,63,1,47780,salary,30362,0.29,102177,0,2,0,3,7,0,0,1701,14,restaurants,1,0,1,government,construction,manager,16,0,0,0,0,0,1,0,education,304560,233011,22.9,9214,0.193,real_estate,0,0,0,0,private,120,0.0
married,20,3,92172,business,53458,0.26,111336,1,1,1,14,13,0,0,17553,8,travel,1,0,1,government,manufacturing,specialist,11,0,0,0,0,1,1,0,car,156558,130692,27.0,35384,0.384,real_estate,0,0,0,0,premium,147,0.0
divorced,71,1,84685,pension,52193,0.22,133717,1,0,1,18,19,1,0,8743,8,goods,1,0,1,private,manufacturing,specialist,0,1,381220,0,0,0,2,0,car,197370,168917,29.9,29491,0.348,car,1,1,0,0,mass_premium,75,0.0
married,57,0,20000,pension,15255,0.57,45956,1,3,1,6,19,0,0,10633,10,utilities,1,0,1,self_employed,education,manager,21,0,0,1,1936091,0,0,1,repair,280270,264147,21.0,8221,0.411,real_estate,0,0,0,0,premium,192,0.0
single,40,2,56450,salary,42355,0.52,75700,1,0,0,4,21,0,0,392,10,utilities,1,0,1,private,manufacturing,specialist,12,0,0,1,200000,0,0,1,repair,346735,282221,23.9,5117,0.091,none,0,0,0,0,private,114,0.0
married,72,1,52491,salary,42212,0.31,45181,0,5,0,13,3,0,0,1212,13,travel,1,0,1,private,finance,manager,11,0,0,0,0,1,0,0,emergency,302942,203691,24.0,11372,0.217,none,1,0,1,1,mass_premium,83,0.0
married,94,0,138414,salary,122819,0.18,319947,1,1,1,0,10,0,0,1173,5,goods,1,0,0,self_employed,retail,specialist,3,1,0,0,0,1,0,0,education,265535,204641,31.5,9864,0.071,none,1,1,0,0,mass,198,0.0
married,53,1,80230,self_employed,47783,0.61,131546,1,1,3,58,11,0,0,6202,7,goods,1,0,0,self_employed,finance,specialist,1,0,0,1,505527,1,0,0,car,423638,320432,12.9,8733,0.109,car,0,0,0,0,mass,13,1.0
married,41,1,32289,self_employed,18387,0.33,53115,0,3,1,0,2,0,0,3713,1,utilities,1,1,0,government,retail,specialist,8,1,199878,0,0,1,0,0,emergency,420705,289521,20.6,19504,0.604,none,0,0,0,0,mass_premium,47,1.0
married,69,0,42812,salary,27689,0.21,74381,1,1,0,39,26,1,1,6222,8,goods,1,0,0,private,manufacturing,specialist,21,1,354838,1,1425866,0,1,0,repair,552546,546225,28.6,8614,0.201,none,1,1,0,0,mass,131,2.0
single,31,2,56750,pension,27080,0.19,62759,1,0,0,73,12,1,0,2410,5,restaurants,1,0,1,private,manufacturing,specialist,6,0,0,1,1510034,0,1,0,refinancing,992481,932461,31.9,8617,0.152,none,0,1,1,1,mass,123,1.0
married,48,0,82682,salary,64410,0.65,166629,0,0,1,1,1,0,0,12670,8,restaurants,0,0,0,private,education,specialist,6,0,0,0,0,1,0,0,repair,383187,372788,13.5,12213,0.148,none,0,1,0,0,mass_premium,11,1.0
single,95,2,86972,salary,60060,0.18,103787,1,4,1,12,1,0,0,4366,6,goods,0,0,0,self_employed,education,manager,4,0,0,1,2888125,0,2,0,car,93447,73686,21.7,4966,0.057,none,1,0,1,0,mass,57,0.0
single,66,0,77016,salary,38944,0.32,101041,1,3,2,17,12,0,0,2529,5,utilities,1,0,0,self_employed,IT,specialist,22,0,0,0,0,1,0,1,repair,30000,19400,13.2,12990,0.169,car,0,1,0,0,mass,151,0.0
single,20,0,62658,salary,52132,0.48,117359,0,0,2,24,7,1,0,3696,8,goods,0,0,0,private,retail,specialist,0,0,0,1,966125,0,3,0,refinancing,258035,218234,24.4,13534,0.216,none,0,1,1,0,mass,202,0.0
single,20,1,65239,salary,46289,0.34,135343,1,0,0,0,14,2,0,7939,7,utilities,0,0,1,private,construction,specialist,14,0,0,0,0,1,1,1,emergency,377962,371963,27.7,35353,0.542,none,1,0,1,0,mass_premium,175,1.0
single,69,1,65486,salary,27308,0.39,133725,1,0,0,6,3,0,0,962,21,goods,1,0,1,private,retail,specialist,1,1,188426,0,0,0,0,0,repair,530648,350717,30.6,3505,0.054,none,0,1,0,0,mass,111,1.0
married,86,2,20000,pension,9965,0.58,18827,0,1,2,3,3,1,0,3664,14,restaurants,1,0,1,government,manufacturing,manager,15,0,0,1,1871569,1,0,1,car,62110,56363,25.9,4650,0.232,none,1,1,0,0,mass_premium,141,0.0
single,24,2,67854,pension,57373,0.7,141325,1,1,1,32,2,2,0,1139,8,restaurants,1,0,0,self_employed,retail,specialist,11,0,0,1,1401655,1,1,0,education,502538,485251,23.2,5243,0.077,real_estate,0,1,1,0,mass,232,1.0
married,76,0,49796,salary,29405,0.38,95938,1,4,1,53,0,0,0,3855,5,utilities,1,0,1,private,finance,specialist,0,0,0,0,0,1,0,1,refinancing,115745,74803,12.7,34611,0.695,none,1,1,0,0,mass,152,0.0
single,98,1,20000,salary,17843,0.33,36573,1,1,0,15,2,0,0,1800,3,goods,0,1,1,government,manufacturing,specialist,9,0,0,1,1481038,1,0,0,emergency,291868,235898,31.6,3000,0.15,none,1,1,0,0,private,164,0.0
single,112,0,154625,salary,102806,0.34,377854,0,0,1,14,10,2,0,7211,11,goods,1,0,0,government,education,manager,5,0,0,1,1421079,1,0,0,emergency,257631,213325,30.5,15048,0.097,guarantor,0,1,0,0,mass,81,0.0
married,73,1,80895,salary,40767,0.32,112411,1,2,4,9,3,0,0,2948,3,restaurants,1,0,0,private,medicine,specialist,4,1,391148,1,2620792,1,0,1,education,228132,209700,14.1,3307,0.041,none,0,1,0,0,mass,82,0.0
married,77,1,70458,salary,49105,0.38,138185,1,1,1,3,3,0,0,1043,13,goods,1,0,1,private,manufacturing,specialist,0,0,0,1,1592066,1,1,0,car,638468,478644,21.5,39458,0.56,none,0,1,0,0,premium,99,1.0
married,20,3,57010,salary,25721,0.3,101164,1,0,1,3,2,0,0,4440,2,utilities,1,1,0,private,finance,specialist,5,0,0,1,1336202,1,0,1,car,606498,445390,24.1,16292,0.286,car,0,1,1,0,mass,120,1.0
single,117,0,95557,salary,76804,0.38,139468,0,2,0,8,6,1,0,3935,5,utilities,0,0,0,individual_entrepreneur,construction,specialist,11,0,0,0,0,1,0,1,repair,346434,285725,15.9,7397,0.077,none,1,0,0,0,mass,234,0.0
divorced,50,1,29319,salary,20931,0.67,62742,1,1,0,2,7,1,1,1040,2,goods,0,0,1,private,medicine,specialist,16,0,0,0,0,1,2,1,repair,139255,132792,20.3,13031,0.444,none,0,0,1,0,mass_premium,129,2.0
