marital_status,living_area_sqm,children_count,monthly_income,income_source,total_expenses,dti_ratio,avg_monthly_turnover,has_credit_card,num_credit_contracts,num_closed_loans,total_overdue_days,max_overdue_days,num_past_delinquencies,has_bankruptcy,avg_transaction_amount,num_transactions_monthly,premium_category,uses_mobile_banking,uses_investment_products,has_autopayment,employment_type,employer_industry,position_level,work_experience_total_years,has_business,business_profit,owns_car,car_value,owns_real_estate,real_estate_count,owns_land,loan_purpose,requested_amount,approved_amount,loan_rate,monthly_payment,payment_to_income_ratio,collateral_type,has_guarantor,has_higher_education,is_salary_client,is_premium_client,client_segment,tenure_months
married,54,1,221029,self_employed,144831,0.361,266614,1,5,5,0,0,0,0,9875,27,restaurants,1,1,1,self_employed,manufacturing,top_manager,28,0,0,1,2387393,1,2,0,refinancing,1179336,1179336,14.3,29001,0.131,guarantor,1,1,1,1,premium,56
married,57,0,110853,salary,79319,0.342,166267,1,4,5,0,0,0,0,6158,27,goods,1,0,1,public,IT,specialist,15,1,24796,1,874213,0,0,0,consumer,250978,250978,15.5,10146,0.092,none,0,0,0,0,mass_premium,30
married,61,0,47174,salary,17604,0.284,112225,1,3,3,0,0,0,0,3507,32,goods,1,0,1,private,manufacturing,junior,0,0,0,0,0,0,0,0,repair,178639,178639,15.6,7228,0.153,none,0,1,0,0,mass,30
single,58,0,148637,salary,84226,0.309,462997,0,4,5,0,0,0,0,20130,23,restaurants,1,0,1,private,education,manager,18,0,0,0,0,0,0,0,consumer,557327,557327,14.9,16517,0.111,none,0,1,1,1,premium,44
divorced,60,0,146509,salary,75392,0.31,402926,0,2,2,0,0,0,0,17519,23,goods,1,0,0,public,manufacturing,top_manager,17,0,0,1,2232370,0,0,0,refinancing,677650,677650,11.6,18975,0.13,none,0,0,0,1,premium,44
married,75,1,62501,self_employed,46866,0.425,162017,0,1,1,0,0,0,0,7715,21,goods,1,0,1,self_employed,education,specialist,6,0,0,0,0,0,0,0,car,330555,330555,19.7,10151,0.162,car,0,0,0,0,mass,47
married,84,1,137162,salary,58738,0.26,186001,0,4,5,27,5,3,0,6000,31,goods,1,0,1,private,IT,specialist,18,0,0,0,0,1,2,1,repair,421618,421618,12.3,15123,0.11,none,0,1,0,0,mass_premium,33
single,59,1,92277,salary,50640,0.404,281101,1,1,3,0,0,0,0,20079,14,travel,1,0,1,public,IT,specialist,13,1,28698,1,1360879,0,0,0,car,705467,705467,13.0,19548,0.212,car,0,0,1,0,mass_premium,46
single,49,1,108458,business,56879,0.347,310699,1,0,1,0,0,0,0,8397,37,goods,1,0,1,self_employed,finance,manager,1,1,97784,1,1545607,0,0,0,refinancing,599961,599961,17.5,17722,0.163,none,0,1,0,0,mass_premium,47
married,101,3,117834,salary,63354,0.34,254347,1,1,1,0,0,0,0,14962,17,restaurants,0,0,0,private,education,specialist,24,1,40241,1,1087865,0,0,0,consumer,414993,414993,15.9,17839,0.151,none,0,0,1,0,mass_premium,28
single,56,3,150418,salary,129251,0.389,196630,0,3,2,0,0,0,0,6554,30,restaurants,1,0,0,private,finance,manager,11,0,0,1,1300456,1,1,0,consumer,362396,362396,17.6,13321,0.089,none,0,1,1,1,premium,35
married,44,0,148113,salary,102213,0.446,223815,1,2,2,0,0,0,0,9326,24,goods,1,1,0,public,transport,top_manager,11,0,0,0,0,1,2,0,car,1158969,1158969,15.4,30265,0.204,car,0,1,1,1,premium,53
married,38,1,130884,business,87110,0.325,178250,1,2,2,0,0,0,0,3961,45,utilities,1,1,0,individual_entrepreneur,finance,specialist,11,1,102444,1,1015918,1,1,1,repair,409793,409793,13.5,12075,0.092,guarantor,1,1,0,0,mass_premium,43
married,93,4,123015,salary,113174,0.512,285992,0,5,7,0,0,0,0,7333,39,travel,1,0,1,private,manufacturing,specialist,31,0,0,1,2056082,1,2,0,refinancing,642905,642905,20.0,23427,0.19,none,0,0,1,0,mass_premium,37
married,69,1,130527,business,90026,0.336,300413,1,5,4,0,0,0,0,8583,35,travel,1,0,0,individual_entrepreneur,medicine,specialist,17,1,51198,0,0,0,0,0,refinancing,443451,443451,16.0,12379,0.095,none,0,1,1,0,mass_premium,49
married,52,0,134274,business,56773,0.341,225780,0,2,2,0,0,0,0,10751,21,restaurants,1,1,1,individual_entrepreneur,retail,manager,19,1,117459,0,0,1,1,0,consumer,467171,467171,12.1,25915,0.193,none,0,0,0,0,mass_premium,20
married,41,0,94810,salary,73883,0.353,129854,1,4,3,0,0,0,0,6184,21,restaurants,1,0,0,private,medicine,specialist,11,0,0,1,804853,0,0,0,education,290121,290121,11.5,7568,0.08,guarantor,1,1,1,0,mass_premium,48
divorced,37,0,146699,salary,82171,0.349,366148,1,1,2,0,0,0,0,17436,21,goods,1,1,1,public,medicine,manager,20,0,0,1,2115825,0,0,0,repair,675668,675668,16.3,22435,0.153,guarantor,1,1,0,1,premium,39
married,99,4,139984,self_employed,122557,0.406,351121,0,2,2,0,0,0,0,7633,46,utilities,1,0,0,self_employed,manufacturing,specialist,31,0,0,0,0,1,2,0,refinancing,512323,512323,18.0,13900,0.099,none,0,1,0,0,mass_premium,54
widowed,79,1,164558,salary,84326,0.365,376480,1,1,1,0,0,0,0,16369,23,utilities,1,0,1,private,IT,specialist,26,0,0,1,1076449,0,0,0,repair,560862,560862,15.3,30610,0.186,none,0,1,0,1,premium,21
married,61,2,196504,business,162640,0.457,357352,1,4,2,0,0,0,0,8122,44,restaurants,1,0,1,private,IT,top_manager,22,1,144423,1,1518799,0,0,0,education,799748,799748,19.3,32973,0.168,none,0,0,0,1,premium,31
divorced,39,0,144883,self_employed,81031,0.352,230267,0,3,3,0,0,0,0,6223,37,utilities,1,1,0,private,retail,manager,27,0,0,0,0,0,0,0,consumer,393735,393735,16.1,22574,0.156,none,0,0,0,1,premium,20
single,79,1,46302,salary,31814,0.369,79910,1,1,0,0,0,0,0,2854,28,goods,0,0,0,public,manufacturing,specialist,0,0,0,0,0,0,0,0,refinancing,176443,176443,13.1,5953,0.129,none,0,0,1,0,mass,36
single,84,3,106930,business,59158,0.4,253625,1,1,3,0,0,0,0,6186,41,goods,1,0,1,private,manufacturing,manager,9,1,26246,0,0,0,0,0,repair,518489,518489,15.2,22113,0.207,none,0,1,0,0,mass_premium,28
divorced,44,0,102702,self_employed,64776,0.411,219911,0,2,3,0,0,0,0,4149,53,travel,1,0,1,self_employed,education,specialist,15,0,0,1,1108679,0,0,0,repair,451235,451235,14.0,19573,0.191,guarantor,1,1,0,0,mass_premium,27
single,75,1,95410,salary,63141,0.403,238151,1,4,3,0,0,0,0,6615,36,goods,1,0,1,private,IT,specialist,6,0,0,1,1133690,0,0,0,car,569470,569470,15.9,16349,0.171,car,0,1,1,0,mass_premium,47
single,52,0,40353,self_employed,27160,0.38,123781,1,0,1,0,0,0,0,3751,33,utilities,1,0,0,private,retail,specialist,2,0,0,1,637795,0,0,0,education,109399,109399,16.7,5809,0.144,guarantor,1,0,1,0,mass,22
single,53,1,51969,salary,41560,0.422,96770,0,2,4,0,0,0,0,2016,48,goods,1,0,1,private,medicine,specialist,0,0,0,0,0,0,0,0,repair,178170,178170,15.5,7401,0.142,guarantor,0,0,1,0,mass,29
married,116,3,20340,salary,18712,0.469,45147,1,4,6,0,0,0,0,1328,34,travel,1,0,0,public,manufacturing,junior,0,0,0,0,0,0,0,0,consumer,50000,50000,19.0,3000,0.147,none,0,0,1,0,mass,27
single,71,1,106058,salary,52510,0.276,196568,1,1,1,0,0,0,0,4914,40,goods,1,0,1,private,IT,specialist,15,0,0,0,0,1,2,0,consumer,262964,262964,15.1,10881,0.103,car,0,0,1,0,mass_premium,29
married,48,0,82128,salary,59003,0.412,174322,1,3,2,0,0,0,0,5623,31,restaurants,1,0,0,self_employed,retail,specialist,15,0,0,1,1378618,0,0,0,refinancing,395133,395133,17.8,13162,0.16,none,0,0,0,0,mass_premium,40
single,61,1,72365,salary,55274,0.398,103793,0,2,3,0,0,0,0,6105,17,restaurants,1,0,0,public,IT,specialist,7,0,0,0,0,1,1,0,repair,254482,254482,14.8,9435,0.13,real_estate,0,0,0,0,mass_premium,33
married,81,1,148618,salary,83779,0.338,197616,1,2,3,0,0,0,0,4705,42,utilities,1,1,1,private,retail,manager,18,0,0,1,2367713,1,1,1,car,766329,766329,11.2,20944,0.141,car,0,1,0,1,premium,45
married,53,0,98755,self_employed,63778,0.304,229381,0,2,3,0,0,0,0,6554,35,restaurants,1,0,1,self_employed,manufacturing,manager,11,0,0,0,0,0,0,0,consumer,221347,221347,13.7,7712,0.078,none,0,1,0,0,mass_premium,35
married,39,1,196638,self_employed,103466,0.288,509895,1,2,0,0,0,0,0,14997,34,goods,1,1,1,self_employed,IT,manager,27,0,0,0,0,0,0,0,repair,637079,637079,12.5,20385,0.104,guarantor,1,1,1,1,premium,38
married,62,0,93440,business,52499,0.33,163118,1,2,2,0,0,0,0,4531,36,travel,0,0,0,private,IT,junior,12,1,17382,0,0,0,0,0,repair,274898,274898,15.0,12446,0.133,none,0,1,0,0,mass_premium,26
divorced,81,1,110730,salary,66827,0.487,200863,1,0,0,0,0,0,0,4899,41,travel,1,1,1,private,manufacturing,specialist,21,1,57585,1,1713995,1,1,0,mortgage,2566319,2566319,11.6,30491,0.275,real_estate,0,1,0,0,mass_premium,175
married,69,1,136153,salary,98798,0.356,184573,0,2,3,0,0,0,0,5768,32,travel,1,0,1,private,medicine,manager,20,0,0,0,0,0,0,0,refinancing,487543,487543,16.2,13878,0.102,real_estate,0,0,0,0,mass_premium,48
single,53,0,25001,salary,16077,0.411,20705,0,2,2,0,0,0,0,1294,16,utilities,0,0,0,public,transport,specialist,0,0,0,0,0,0,0,0,car,146394,146394,14.6,4644,0.186,car,0,0,1,0,mass,40
single,39,0,117127,self_employed,63101,0.3,240252,1,1,0,0,0,0,0,10010,24,utilities,1,0,1,private,finance,specialist,19,0,0,1,1434498,0,0,0,refinancing,459699,459699,12.3,13032,0.111,guarantor,1,1,0,0,mass_premium,44
married,80,2,68209,business,60886,0.463,142586,1,3,3,0,0,0,0,5092,28,goods,1,0,0,private,finance,specialist,3,0,0,0,0,0,0,0,refinancing,300115,300115,20.7,10272,0.151,none,0,0,0,0,mass,41
married,43,1,113308,salary,79454,0.405,255283,1,1,1,0,0,0,0,11604,22,utilities,1,0,0,private,finance,specialist,17,0,0,1,1178914,1,2,0,consumer,266659,266659,11.6,18064,0.159,none,0,1,0,0,mass_premium,16
married,83,1,118538,pension,97097,0.473,259270,1,2,2,0,0,0,0,10371,25,restaurants,1,0,1,private,finance,manager,6,0,0,0,0,1,1,0,repair,525105,525105,16.7,22119,0.187,none,0,1,0,0,mass_premium,29
widowed,51,0,212300,self_employed,101149,0.257,377614,1,1,3,0,0,0,0,8782,43,restaurants,1,1,0,individual_entrepreneur,IT,top_manager,19,0,0,0,0,0,0,0,education,595991,595991,12.8,19172,0.09,none,0,0,1,1,premium,38
single,37,0,36362,salary,19930,0.309,45366,0,2,1,0,0,0,0,1080,42,utilities,1,0,1,private,retail,junior,0,0,0,0,0,0,0,0,refinancing,122200,122200,15.3,4255,0.117,none,0,1,0,0,mass,36
married,67,1,174818,self_employed,98722,0.388,252509,1,4,6,0,0,0,0,6313,40,utilities,1,0,0,private,manufacturing,top_manager,14,0,0,1,1304968,1,1,0,consumer,403383,403383,12.6,33354,0.191,none,0,1,0,1,premium,13
married,72,1,102634,salary,86322,0.442,241252,1,2,4,0,0,0,0,5483,44,utilities,1,0,1,private,manufacturing,specialist,21,0,0,1,1767120,0,0,0,consumer,354944,354944,15.3,15161,0.148,none,0,0,1,0,mass_premium,28
married,73,1,115528,salary,80658,0.34,221868,1,1,0,0,0,0,0,17067,13,goods,0,1,1,private,education,specialist,25,0,0,0,0,0,0,0,refinancing,397009,397009,17.3,11041,0.096,guarantor,0,1,0,0,mass_premium,51
single,51,0,58094,salary,30290,0.266,150291,0,3,2,0,0,0,0,6262,24,utilities,1,0,0,private,manufacturing,specialist,7,0,0,0,0,0,0,0,education,170431,170431,13.5,4849,0.083,none,0,1,0,0,mass,45
single,70,0,177488,self_employed,107200,0.434,393826,1,4,3,0,0,0,0,14586,27,utilities,1,0,1,self_employed,retail,top_manager,15,0,0,0,0,0,0,0,mortgage,3609868,3609868,10.1,39557,0.223,real_estate,1,0,0,1,premium,174
single,82,1,109550,self_employed,75684,0.406,239821,1,1,2,0,0,0,0,17130,14,utilities,1,0,1,self_employed,finance,specialist,18,0,0,0,0,0,0,0,car,683640,683640,14.9,17934,0.164,car,0,1,0,0,mass_premium,52
married,93,1,106758,self_employed,63399,0.362,251628,1,3,3,0,0,0,0,10940,23,utilities,1,0,1,private,manufacturing,junior,33,0,0,1,1824573,1,1,0,car,637699,637699,13.4,16464,0.154,car,0,0,0,0,mass_premium,51
single,56,0,87763,salary,61269,0.396,102596,1,0,1,0,0,0,0,3206,32,restaurants,1,0,1,private,finance,specialist,0,0,0,0,0,0,0,1,consumer,269350,269350,16.6,13269,0.151,none,0,1,1,0,mass_premium,24
widowed,27,0,64039,salary,36306,0.308,81123,1,1,0,0,0,0,0,6760,12,travel,0,0,0,private,retail,specialist,8,0,0,1,969525,0,0,0,refinancing,223585,223585,12.3,6987,0.109,none,0,0,1,0,mass,39
married,87,3,211456,salary,148274,0.43,414275,1,4,4,0,0,0,0,13364,31,restaurants,1,0,1,private,retail,manager,45,1,47144,1,3522802,0,0,0,repair,1001766,1001766,16.6,38959,0.184,none,0,1,0,1,premium,32
married,77,2,126333,salary,82607,0.405,291154,1,3,3,0,0,0,0,7869,37,goods,1,1,0,private,education,manager,15,0,0,1,1822152,1,1,0,refinancing,611865,611865,16.7,22208,0.176,none,0,0,1,0,mass_premium,35
single,50,0,53496,self_employed,23384,0.265,64189,0,3,5,0,0,0,0,2213,29,goods,1,0,0,self_employed,medicine,specialist,0,0,0,1,619522,0,0,0,car,263295,263295,10.6,5986,0.112,car,1,0,1,0,mass,56
married,63,2,78367,salary,61996,0.376,77690,1,2,2,0,0,0,0,2506,31,travel,1,0,1,public,manufacturing,specialist,8,0,0,1,953682,0,0,0,consumer,179692,179692,16.8,7804,0.1,none,0,1,1,0,mass_premium,28
married,54,2,68208,business,62751,0.432,52766,0,1,1,0,0,0,0,1173,45,goods,1,0,0,individual_entrepreneur,education,junior,0,1,41715,1,1145448,1,1,0,consumer,195765,195765,19.4,7530,0.11,none,0,1,0,0,mass,34
married,98,4,149975,salary,128272,0.406,287044,0,3,4,0,0,0,0,7973,36,travel,1,0,0,private,finance,manager,21,0,0,1,1224069,1,2,0,education,459864,459864,16.6,15972,0.106,guarantor,1,1,1,1,premium,37
married,62,0,175774,business,126448,0.388,355064,1,2,0,0,0,0,0,10443,34,utilities,1,0,0,individual_entrepreneur,IT,manager,25,1,87887,1,2065717,1,1,0,refinancing,862697,862697,15.8,24026,0.137,none,0,0,0,1,premium,49
divorced,58,1,63197,salary,48714,0.448,65102,1,3,5,0,0,0,0,2245,29,restaurants,1,0,0,private,finance,specialist,4,0,0,0,0,1,1,0,mortgage,1021330,1021330,10.0,11250,0.178,real_estate,1,0,0,0,mass,170
married,59,0,119834,salary,68366,0.356,242208,1,3,4,0,0,0,0,6055,40,travel,1,0,1,private,medicine,manager,13,0,0,1,1028876,0,0,0,car,646581,646581,14.5,18713,0.156,car,0,0,0,0,mass_premium,45
married,89,2,142538,business,79794,0.383,222296,0,2,3,0,0,0,0,3970,56,restaurants,1,0,0,individual_entrepreneur,finance,specialist,24,1,135361,1,2265624,0,0,0,car,870015,870015,16.9,26684,0.187,car,0,1,0,1,premium,44
single,68,0,28885,salary,12000,0.28,73159,1,2,2,0,0,0,1,1876,39,goods,1,0,0,private,retail,specialist,0,0,0,0,0,0,0,0,repair,126478,126478,12.5,3883,0.134,guarantor,1,0,1,0,mass,40
single,74,2,75612,business,69563,0.468,160333,1,2,3,0,0,0,0,4716,34,travel,1,0,1,private,medicine,specialist,0,1,53135,1,810431,0,0,0,consumer,223584,223584,17.2,11075,0.146,none,0,1,0,0,mass_premium,24
single,48,0,92543,business,35664,0.253,216694,1,1,0,0,0,0,0,6990,31,travel,1,0,0,individual_entrepreneur,retail,specialist,10,1,33706,0,0,1,1,0,refinancing,423749,423749,15.0,10973,0.119,real_estate,0,0,0,0,mass_premium,53
married,61,0,49294,salary,38905,0.381,129190,1,4,6,0,0,0,0,3492,37,goods,1,0,1,private,retail,specialist,6,0,0,0,0,0,0,0,refinancing,204939,204939,15.4,5148,0.104,none,0,0,0,0,mass,56
married,58,1,116616,salary,107287,0.516,214337,1,4,4,0,0,0,0,4659,46,restaurants,1,0,1,public,finance,specialist,15,0,0,1,931822,0,0,0,car,667664,667664,18.9,22624,0.194,car,0,1,1,0,mass_premium,40
married,71,2,90805,self_employed,70383,0.406,229539,1,3,2,0,0,0,0,6376,36,restaurants,1,0,0,self_employed,medicine,specialist,6,0,0,0,0,0,0,0,consumer,250628,250628,19.5,12275,0.135,none,0,1,1,0,mass_premium,25
single,67,0,68252,salary,53837,0.436,57661,0,5,5,0,0,0,0,2306,25,utilities,0,0,1,private,transport,specialist,16,0,0,1,1224620,0,0,0,refinancing,327954,327954,15.0,10893,0.16,guarantor,1,0,1,0,mass,38
married,67,1,108569,salary,78528,0.385,193432,1,2,3,0,0,0,0,6045,32,travel,1,0,1,private,IT,specialist,13,0,0,0,0,0,0,0,refinancing,441252,441252,17.4,14343,0.132,none,0,1,1,0,mass_premium,41
married,84,3,143957,self_employed,84828,0.451,417143,1,2,2,0,0,0,0,14898,28,utilities,1,0,1,self_employed,finance,specialist,23,0,0,1,1297150,0,0,0,car,1161629,1161629,17.2,35235,0.245,car,0,1,0,1,premium,45
married,62,0,138240,salary,97547,0.388,219076,1,2,3,0,0,0,0,9525,23,utilities,1,0,0,private,IT,specialist,17,0,0,1,1524504,1,1,1,car,722172,722172,13.3,19489,0.141,car,0,0,1,0,mass_premium,48
married,54,0,145737,salary,110288,0.461,344419,1,4,6,0,0,0,0,7828,44,goods,1,0,1,public,IT,manager,18,0,0,0,0,1,1,0,consumer,535002,535002,17.3,28552,0.196,car,0,0,0,1,premium,22
single,43,0,105717,salary,42436,0.3,148404,0,0,0,0,0,0,0,13491,11,goods,1,0,1,public,IT,manager,0,1,42044,1,884963,1,1,0,refinancing,564503,564503,13.4,16913,0.16,none,0,0,1,0,mass_premium,42
widowed,42,0,106543,business,41234,0.273,149982,0,0,0,0,0,0,0,5769,26,utilities,1,0,0,individual_entrepreneur,transport,specialist,21,1,89811,0,0,0,0,0,consumer,402732,402732,16.9,14654,0.138,guarantor,0,1,1,0,mass_premium,35
married,50,1,67047,salary,53404,0.384,184204,1,2,2,0,0,0,0,5942,31,goods,1,0,1,public,manufacturing,specialist,14,0,0,1,754712,0,0,0,consumer,176001,176001,17.0,7055,0.105,none,0,0,1,0,mass,31
married,50,1,73913,salary,54663,0.424,98169,1,4,4,0,0,0,0,4268,23,goods,1,0,1,private,transport,specialist,11,0,0,0,0,0,0,0,consumer,266081,266081,16.5,12238,0.166,none,0,1,1,0,mass_premium,26
married,109,4,167768,salary,154346,0.674,463233,1,5,7,0,0,0,0,18529,25,goods,1,0,0,private,education,manager,29,0,0,0,0,0,0,0,consumer,594079,594079,18.0,58992,0.352,none,0,1,1,1,premium,11
single,65,1,72270,salary,47165,0.355,165603,1,1,3,0,0,0,0,9741,17,utilities,0,0,0,public,finance,specialist,6,0,0,1,1121628,0,0,0,repair,256390,256390,15.7,9180,0.127,none,0,0,1,0,mass_premium,35
married,83,1,144587,salary,67120,0.452,207175,1,0,1,0,0,0,0,7399,28,travel,1,0,0,public,transport,manager,33,0,0,0,0,1,2,0,refinancing,778938,778938,13.5,41853,0.289,none,0,1,1,1,premium,21
divorced,30,0,144020,salary,98558,0.373,212352,1,1,3,0,0,0,0,8167,26,utilities,1,0,1,private,retail,specialist,29,0,0,1,1227547,0,0,0,repair,609083,609083,10.0,19186,0.133,none,0,1,1,1,premium,37
married,59,0,104936,salary,86626,0.433,182352,0,2,3,0,0,0,0,4241,43,goods,1,0,1,private,medicine,specialist,22,0,0,1,1242730,1,2,0,repair,410532,410532,14.5,15159,0.144,none,0,0,1,0,mass_premium,33
married,95,3,124063,self_employed,102766,0.492,319980,1,2,2,0,0,0,0,8000,40,travel,1,0,0,individual_entrepreneur,manufacturing,manager,8,0,0,0,0,0,0,0,car,979696,979696,15.1,25104,0.202,car,1,1,0,0,mass_premium,54
divorced,44,0,94989,self_employed,50659,0.298,173427,1,2,2,0,0,0,0,5980,29,goods,1,0,0,self_employed,finance,specialist,0,1,61528,1,1144460,0,0,0,education,343340,343340,17.4,10607,0.112,none,0,0,1,0,mass_premium,44
divorced,18,0,139603,self_employed,59431,0.269,203923,1,2,1,0,0,0,0,7843,26,goods,1,0,1,self_employed,education,specialist,32,0,0,0,0,1,1,0,refinancing,571951,571951,10.7,16729,0.12,guarantor,1,0,0,0,mass_premium,41
single,56,0,110417,self_employed,45179,0.309,134824,1,2,2,0,0,0,0,4494,30,travel,1,0,0,individual_entrepreneur,transport,specialist,20,0,0,1,1957510,0,0,0,consumer,277454,277454,16.0,18351,0.166,real_estate,0,1,0,0,mass_premium,17
married,63,1,98285,self_employed,79054,0.455,126160,1,3,3,0,0,0,0,3942,32,utilities,1,0,1,private,IT,specialist,6,0,0,0,0,1,1,0,refinancing,507762,507762,15.6,17020,0.173,guarantor,1,1,0,0,mass_premium,38
divorced,41,0,181932,business,75286,0.276,522157,1,1,2,26,18,1,0,14919,35,restaurants,1,0,1,individual_entrepreneur,education,manager,28,1,171566,1,1977810,0,0,0,consumer,519289,519289,16.1,23780,0.131,none,0,1,0,1,premium,26
married,85,4,52962,salary,48725,0.564,91643,1,4,6,0,0,0,0,2546,36,restaurants,1,0,1,private,retail,junior,8,1,21305,0,0,0,0,0,consumer,198885,198885,19.1,12793,0.242,none,0,0,1,0,mass,18
married,73,1,110431,salary,84512,0.42,265037,0,3,3,0,0,0,0,12621,21,goods,1,1,1,private,education,manager,15,0,0,0,0,1,1,1,repair,377560,377560,13.5,16833,0.152,none,0,0,1,0,mass_premium,26
married,60,1,189505,salary,104767,0.407,383548,0,4,4,0,0,0,0,9835,39,restaurants,1,1,1,private,IT,manager,23,0,0,1,1822440,0,0,0,consumer,518910,518910,14.0,40392,0.213,none,0,1,1,1,premium,14
married,123,3,30425,salary,27991,0.56,46038,1,2,4,0,0,0,0,2093,22,utilities,1,0,1,private,manufacturing,specialist,3,0,0,0,0,1,2,0,refinancing,135441,135441,17.6,7249,0.238,guarantor,1,0,1,0,mass,22
married,64,1,141220,salary,97906,0.42,370365,1,2,3,0,0,0,0,8230,45,goods,1,1,1,private,education,specialist,19,1,119922,1,2041640,0,0,0,repair,531871,531871,18.5,24976,0.177,guarantor,1,1,0,1,premium,26
married,69,0,176457,salary,136536,0.428,246204,1,4,3,0,0,0,0,7942,31,utilities,1,1,0,private,finance,manager,25,0,0,1,1414459,0,0,1,consumer,501638,501638,16.8,27742,0.157,none,0,1,1,1,premium,21
married,57,0,150279,salary,97342,0.368,369452,1,3,4,0,0,0,0,28419,13,restaurants,1,0,1,private,retail,manager,22,0,0,0,0,1,1,0,repair,593533,593533,12.4,21307,0.142,guarantor,1,1,0,1,premium,33
single,36,0,131353,self_employed,45385,0.235,154947,1,2,3,0,0,0,0,6456,24,travel,1,0,1,self_employed,retail,specialist,29,0,0,0,0,0,0,0,refinancing,469231,469231,14.0,15046,0.115,none,0,0,0,0,mass_premium,39
widowed,69,1,199067,business,110192,0.367,552099,1,1,1,0,0,0,0,26290,21,utilities,1,0,0,self_employed,transport,top_manager,31,1,76867,0,0,1,1,0,repair,687796,687796,14.6,34471,0.173,none,0,0,0,1,premium,23
single,30,0,143171,business,60829,0.29,299667,1,2,2,0,0,0,0,6376,47,goods,1,0,0,self_employed,medicine,manager,19,1,52777,0,0,0,0,0,education,590444,590444,12.6,20257,0.141,real_estate,0,0,1,1,premium,35
divorced,47,1,38718,salary,27099,0.432,68565,0,9,8,0,0,0,0,2539,27,utilities,1,0,1,public,education,junior,0,0,0,0,0,0,0,0,car,299396,299396,10.7,7224,0.187,car,1,1,1,0,mass,52
single,55,1,82323,salary,63047,0.433,97153,0,0,0,0,0,0,0,6072,16,travel,1,0,0,public,retail,specialist,8,0,0,0,0,0,0,1,consumer,309296,309296,17.9,13594,0.165,none,0,1,0,0,mass_premium,28
divorced,52,0,120718,business,76585,0.361,298294,1,1,3,0,0,0,0,8286,36,goods,1,0,1,self_employed,transport,specialist,28,1,35338,0,0,1,1,0,education,460149,460149,15.6,16834,0.139,none,0,0,0,0,mass_premium,34
single,36,1,45930,salary,35994,0.441,98674,1,5,5,0,0,0,0,3655,27,utilities,0,0,0,public,manufacturing,specialist,2,0,0,0,0,0,0,0,consumer,166701,166701,16.2,7641,0.166,guarantor,0,0,1,0,mass,26
married,70,1,83132,salary,69849,0.388,91030,1,2,0,0,0,0,0,3251,28,goods,1,0,1,private,education,junior,13,0,0,1,809539,1,1,0,education,214868,214868,17.2,7845,0.094,guarantor,0,1,1,0,mass_premium,35
divorced,39,0,133920,salary,84152,0.375,302484,0,3,2,0,0,0,0,12603,24,travel,1,0,0,public,finance,manager,22,0,0,1,2248866,1,1,1,consumer,474797,474797,15.0,20825,0.156,none,0,0,1,0,mass_premium,27
single,48,0,185824,salary,97930,0.333,415666,1,1,0,0,0,0,0,10939,38,utilities,1,0,1,private,retail,manager,36,0,0,0,0,0,0,0,repair,607178,607178,12.0,27584,0.148,none,0,1,1,1,premium,25
single,51,0,169518,business,103853,0.295,334358,0,3,4,0,0,0,0,13932,24,utilities,1,0,0,individual_entrepreneur,transport,top_manager,12,1,146776,0,0,1,1,1,repair,517463,517463,15.1,13625,0.08,guarantor,0,0,0,1,premium,52
